date,time,location,operator,flight no,route,AC type,registration,cn/ln,aboard,passengers_on_aboard,crew_on_aboard,fatality,passengers_fatality,crew_fatality,ground_fatality,summary
"March 19, 2016",0341,"	Rostov-on-Don, Russia",Flydubai,981,Dubai - Rostov,	Boeing 737-8KN (WL),A6-FDN,40241/3517,62.0,55.0,7.0,62.0,55.0,7.0,0,"At 2237, at Rostov-on-Don, the crew aborted a landing attempt to Runway 22 due to poor weather conditions. The plane was instructed to enter a holding pattern at 15,000 feet where it remained for a little under two hours. During a second landing attempt, at 3.4 miles from the runway and an altitude of 1,500 feet the crew executed a second go around and climbed to 3,975 feet, after which, the plane went out of control in a nose down attitude and hit the runway at high rate of speed and disintegrated. The accident occurred during the second go around, due to an incorrect aircraft configuration and crew piloting, the subsequent loss of PICs situational awareness in nighttime in IMC. This resulted in a loss of control of the aircraft and its impact with the ground."
"March 29, 2016",1140,"Magdelen Islands, Quebec, Canada",Marquise Aviation Corp.,?,Montreal - Iles-de-la-Magdelen,Mitsubishi MU-2B 60 Marquise,N246W,1552S-A,7.0,5.0,2.0,7.0,5.0,2.0,0,"The plane crashed while on approach to Iles-de-la-Magdelen Airport in poor weather conditions. Former Canadian cabinet minister Jean Lapierre, his wife, 2 brothers and sister were among those killed. All five were on the way to a funeral for Lapierre's father. The pilot was flying the plane too fast and too high while on approach to land. The pilot's decision to continue an unstable approach."
"April 04, 2016",1530,"Near Pigeon Forge, Tennessee",Smoky Mountain Helicopters,?,Sightseeing,Bell 206L,N16760,45081,5.0,4.0,1.0,5.0,4.0,1.0,0,The helicopter crashed in a wooded hillside while on a sightseeing flight..
"April 13, 2016",1420,"Kiunga, Papua New Guinea",Sunbird Aviation,?,Oksapmin - Kiungaraining,Britten-Norman Islander,P2-SBC,3010,12.0,11.0,1.0,12.0,11.0,1.0,0,"While on approach, the plane stalled and crased in a wooded area 1 km short of the runway. The accident took place in stormy weather.Three survived, but later died of their injuries. Possible engine failure. The aircrafts center of gravity was significantly aft of the aft limit. When landing flap was set, full nose-down elevator and elevator trim was likely to have had no effect in lowering the nose of the aircraft."
"April 29, 2016",1150,"Sorta, Norway",	CHC Helikopter Service,?,Gullfflex B - Bergen,	Eurocopter EC225LP Super Puma M2+, 	LN-OJF,2721,13.0,11.0,2.0,13.0,11.0,2.0,0,The helicopter crashed on the rocky shores of Tuoy Island whle returning to Bergen from Oil platform Gullflex B. All 11 passengers and 2 pilots were killed. A video taken by an eyewitness shows the main rotor separating from the helicopter before it crashed.
"May 19, 2016",0249,175 miles off the Egyptian coast,EgyptAir,804,Paris - Cairo,Airbus A320-232,SU-GCC,2088,66.0,56.0,10.0,66.0,56.0,10.0,0,"The plane was en route from Paris to Cairo, flying at an altitude of 38,000 ft. when it made a sharp 90 degree turn to the left, followed by a 360 degree turn to the right as it lost altitude. The aircraft crashed into the Mediterranean Sea approximately 175 miles off the Egyptian coast. Two days after the accident, it is confirmed that ACARS messages reported smoke on board, apparently in the lavatory and also in a technical compartment located under the cockpit.The most likely cause was that a fire broke out in the cockpit while the aircraft was flying at its cruise altitude and that the fire spread rapidly resulting in the loss of control of the aircraft."
"July 22, 2016",?,"Bay of Bengal, Indian Ocean",Indian Air Force,?,Chennai (Tambram AFB) - Port Blair,Antonov 32,K2743,0809,29.0,23.0,6.0,29.0,23.0,6.0,0,"The aircraft was taking part in fire fighting in the region of Bayanday, when under unknown circumstances, it impact trees and crashed in a wooded area."
"July 30, 2016",0742,"Near Lockhart, Texas",Heart of Texas Hot Air Balloon Rides,?,Sightseeing Fentress Airpark, Kubicek BB85Z Hot Air Balloon,N2469L,?,16.0,15.0,1.0,16.0,15.0,1.0,?,The hot air balloon struck power lines and crashed in a field. The pilot was likely impaired by opioids and sedatives when he ignored weather warnings and flew the ride into a power line.
"August 05, 2016",1238,"Dubai, United Arab Emirates",Emirates,521,"Thiruvanthapuram, India - Dubai, UAE",Boeing 777-31H,A6-EMW,32700/434,300.0,282.0,18.0,0.0,0.0,0.0,1,"After being cleared to land, the crew informed Dubai tower they were going around. Immediately after being cleared to go-around, the aircraft impacted the runway, losing an engine and catching fire. The plane slid to a stop and all aboard evacuated the plane safely. One fire fighter was killed while fighting the fire."
"August 31, 2016",1100,"Russian Mission, Alaksa",Hageland Aviiation,3190,	Russian Mission- Marshall,Cessna 208 Grand Caravan,	N752RV,208B5088,5.0,4.0,1.0,5.0,4.0,1.0,0,A midair collision occurred between a Cessna 208 and a Piper PA-18 Super Cub just northwest of Russian Mission Airport. Three on the Cessna and 2 on the Piper were fatally injured. Rough terrain complicated removal of the victims.
"October 24, 2016",0720,Malta International Airport,AE Aviation,?,Malta-Luqa - Malta-Luga,Swearingen SA277-AT Expditer,N577MX,AT-577,5.0,3.0,2.0,5.0,3.0,2.0,0,"Shortly after taking off, the plane banked to the right, lost altitude and impacted the ground just past the airport. French ministry officials on board were attempting to trace routes of illicit trafficking both human and drug, leaving Libya."
"November 28, 2016",2200,"Near La Union, Colombia",LAMIA Bolivia,2933,"Santa Cruz, Bolivia - Medellin,Colombia",Avro RJ-85,CP-2933,E-2348,77.0,68.0,9.0,71.0,64.0,7.0,0,"The crew of the chartered passenger jet declared an emergency as it approached La Union, reporting they ran out of fuel and had an electrical failure. Soon after the plane impacted mountainous terrain approximately 22 miles south of Medellin. Members of the Brazilian Chapecoense soccer team were among those killed. Among the errors made which caused the crash were the decisions to let the plane take off without enough fuel to make the flight safely and then to not stop midway to refuel. The pilot also did not report the plane's emergency until it was too late. In addition, as the fuel was running out, they extended the flaps and gear just before the engines stopped, but this caused enough drag that they could no longer glide to the airport. Since the captain was part owner of the small airline, he was motivated to cut fuel costs because the company was in financial trouble."
"December 03, 2016",1122,"Near Tanjung Pinanga, Indonesia",Indonesian Police,?,Pangkal Pinang - Batam Island,M28 Skytruck,P-4201,?,13.0,8.0,5.0,13.0,8.0,5.0,0,"The Indonesian police aircraft crashed in the waters off Kabupaten Lingga, Riau Islands during a 1.5 hour scheduled flight."
"December 07, 2016",1620,"Near Havlien, Pakistan",Pakistan International Airlines,661,Chitral - Islamabad,ATR-42-500,AP-BHO,663,48.0,42.0,6.0,48.0,42.0,6.0,0,"While en route, the crew made a mayday call reporting they lost one of two engines. Contact was lost and the plane soon after crashed into mountains near Abbottabad and Havelian.  Fracture of a turbine blade consequent to one procedure anomaly of PIA maintenance."
"December 18, 2016",0610,"Near Wamena, Papua, Indonesia",Indonesian Air Force,?,Timika - Warmera, 	Lockheed C-130H Hercules,  	A-1134,4785,13.0,10.0,3.0,13.0,10.0,3.0,0,The military plane crashed into mountainous terrain in an eastern section of the country while attempting to land at Warmera.
"December 20, 2016",1723,"Puerto Carreno, Colombia",Aerosucre Colombia,?,Puerto Carreno - Bogota,Boeing 727-2JOF,HK-4544,21105/1158,6.0,0.0,6.0,5.0,0.0,5.0,0,"After taking off on runway 24, the cargo jet failed to lift off properly, just cleared the perimeter fence, became airborne, turned to the right, lost altitude and crashed in an open field. One engine suffered a flame-out. Inadequate flight planning by the operator of the aircraft, and by the crew, by failure to properly perform dispatch procedures, take-off performance calculations and verification of limitations imposed by operational conditions of the aerodrome according to the configuration of the aircraft."
"December 25, 2016",0527,"Near Adar, Russia",Russian Air Force,?,Chkalovsky AB -Ader - Latakia,Tupolev 154B-2,RA-85572,83A-572,92.0,84.0,8.0,92.0,84.0,8.0,0,"The plane, carrying the Alexandrov Emsemble choir, reporters and service men, made a climbout out of Ader, turned back towards the coastline and crashed into the waters of the Black Sea about a mile offshore. TheThe PIC probably lost spatial orientation while climbing out over ocean."
"January 16, 2017",0719,"Bishkek, Kyrgyzstan",My Cargo Airlines (ACT Airlines),6491,Hong Kong - Bishkek - Istanbul,Boeing 747-412F,TC-MCL,32897/1322,4.0,0.0,4.0,4.0,0.0,4.0,35,"While approaching Bishkek for a fuel stop, the cargo plane crashed past the end of the runway destroying 23 houses. The weather at the time of the accident was freezing fog. The probablle cause of the accident was the missing control of the crew over the aircraft position in relation to the glideslope during the automatic approach, conducted at night in the weather conditions, suitable for ICAO CAT II landing, and as a result, the measures to perform a go-around, not taken in due time with the aircraft, having a significant deviation from the established approach chart, which led to the controlled flight impact with terrain at the distance of 930 m beyond the end of the active runway."
"February 21, 2017",0900,"Melbourne, Victoria, Australia",Australian Corporate Jet Centres PTY. LTD,?,Melbournen - King Island,Beechcraft B200 Super King Air,VH-ZCR ,BB1544,5.0,4.0,1.0,5.0,4.0,1.0,0,"The charter flight was just seconds into it's flight when it was observed flying low, before it nose diving into a building at a shopping center and bursting into flames. The pilot made two mayday calls before the aircraft crashed. The aircraft's rudder trim was likely in the full nose-left position at the commencement of the take-off.
 The aircraft's full nose-left rudder trim setting was not detected by the pilot prior to take-off. Following a longer than expected ground roll, the pilot took-off with full left rudder trim selected. This configuration adversely affected the aircraft's climb performance and controllability, resulting in a collision with terrain."
"March 10, 2017",1120,"Istanbul, Turkey",Swan Aviation,?,Istanbul - Bozuyuk,Sikorsky S-76C,TC-HEZ,760717,7.0,5.0,2.0,7.0,5.0,2.0,0,"The helicopter crashed on a highway after hitting a TV tower, six minutes after taking off. The helicopter was carrying an executive of the Eczacibasi group of companies, four of his Russian guests and two pilots."
"March 27, 2017",0815,"Mautaer, Zimbabwe",ETA Air Charter,?,"Beira, Mozambique - Harare, Zimbabwe",Britten-Norman BN2 Islander,C9-AOV,024,6.0,4.0,2.0,6.0,4.0,2.0,0,While en route the air transport plane collided with Mount Vumba in poor weather conditions.
"May 05, 2017",0653,"Charleston, West Virginia",Air Cargo Carriers,?,Louisville - Charleston,Shorts 300-200,N334AC,SH-3029,2.0,0.0,2.0,2.0,0.0,2.0,0,"The cargo plane was destroyed when it crashed while attempting to land on runway 05 at Charleston Yeager Airport. After touching down hard, the aircraft when off the left side of the runway and fell into a wooded ravine. The flight crew's improper decision to conduct a circling approach contrary to the operator's standard operating procedures and the captain's excessive descent rate and maneuvering during the approach, which led to inadvertent, uncontrolled contact with the ground."
"May 27, 2017",1402,"Tenzing, Nepal",Summit Air,409,Kathmandu - Lukla,Let L-410UVP-E20,9N-AKY,2917,3.0,0.0,3.0,2.0,0.0,2.0,0,"The cargo plane crashed short of the runway threshhold whille attempting to land at Lukla-Tenzing Airport, coming to rest on a steep wooded area close to the airport perimeter fence. Both the pilot and copilot were killed. The  probable cause of this accident was aircraft stall as a result of excessive drag created by sudden increase in angle of attack of the aircraft supplemented by low speed in an attempt to initiate immediate climb on a landing configuration warranted by the critical situation of the final phase of flight."
